Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDA37,3007.38304769,OUT027
FDH46,1573.90784056,OUT018
FDS25,1665.77895158,OUT035
FDH04,2667.76044408,OUT027
FDX52,3060.19150257,OUT046
NCD42,651.964668989,OUT017
FDW47,2021.45091923,OUT017
FDL25,2780.88881081,OUT027
NCJ06,265.228486458,OUT010
FDY09,2840.31636221,OUT013
FDS40,665.319829505,OUT046
FDH41,3692.28548139,OUT017
FDG38,1440.58962866,OUT035
FDU03,4780.70082466,OUT027
FDV20,2032.54282264,OUT046
DRB13,3060.19150257,OUT045
NCQ30,2009.45161657,OUT013
NCH06,3871.69793845,OUT013
FDU50,1834.33113229,OUT018
NCO42,364.12131986,OUT019
FDW09,1356.56822407,OUT018
FDH04,1540.37855785,OUT013
FDC21,1583.13459122,OUT045
FDL21,669.145220139,OUT049
FDM46,227.544847822,OUT010
FDT22,130.589188718,OUT019
FDB28,3069.04475818,OUT035
FDI12,1473.15270224,OUT018
FDA28,2027.49101247,OUT045
FDF59,2032.54282264,OUT013
FDM45,3007.38304769,OUT027
FDQ56,1408.26538607,OUT017
FDR46,2461.39834212,OUT049
FDT01,3686.51609418,OUT013
FDD16,1505.7957283,OUT027
NCU30,380.483781741,OUT010
FDM40,358.65338114,OUT010
FDI56,1522.14914427,OUT035
NCS30,2032.54282264,OUT013
FDU08,1531.14800145,OUT017
FDX51,5742.95201566,OUT027
FDA43,3069.04475818,OUT045
FDX59,129.84813518,OUT010
FDC37,1583.13459122,OUT018
FDP58,3695.68781313,OUT013
NCY42,2053.24564496,OUT035
FDF21,3060.19150257,OUT018
FDU10,994.208198059,OUT027
DRL47,2027.49101247,OUT018
FDA58,3674.00950266,OUT018
FDJ22,3060.19150257,OUT049
FDK50,2528.17073104,OUT046
FDO38,1335.0513332,OUT035
DRF60,3907.93734267,OUT035
NCZ42,571.438110477,OUT019
FDD35,1953.95905419,OUT049
FDL25,1522.14914427,OUT045
FDJ16,1001.81384857,OUT013
DRK59,3865.53140554,OUT049
FDI50,3817.74121428,OUT046
NCB19,1457.05348112,OUT045
DRI37,973.021444378,OUT035
FDA14,4050.79267382,OUT027
FDC08,3611.70022231,OUT018
FDS45,1578.36134331,OUT046
FDI21,1060.8165407,OUT049
DRJ47,2840.31636221,OUT035
DRE37,5050.77816746,OUT027
FDT55,2528.17073104,OUT018
NCG42,3034.8657077,OUT027
FDA31,2835.44391474,OUT049
NCW42,3741.09731712,OUT046
FDF50,3060.19150257,OUT017
FDK56,3060.19150257,OUT049
FDX10,653.847371068,OUT035
NCK07,4230.37329595,OUT027
FDZ49,3759.81971621,OUT017
FDR33,1603.62040275,OUT013
FDO44,1665.77895158,OUT018
FDA20,3060.19150257,OUT046
NCL30,2032.54282264,OUT045
FDI05,149.898371059,OUT019
FDQ12,3604.37124252,OUT018
FDH47,1526.55715142,OUT017
FDH34,3060.19150257,OUT018
FDF29,2043.50865416,OUT046
FDG40,651.964668989,OUT018
NCE18,4042.10130772,OUT017
FDP21,500.078329726,OUT010
FDY50,1527.74894395,OUT013
FDB36,2043.50865416,OUT049
NCZ29,2027.49101247,OUT049
FDU20,1965.36670328,OUT018
FDO56,1936.95366462,OUT013
FDW31,3069.04475818,OUT049
DRH59,1241.78319875,OUT013
NCB30,3069.04475818,OUT017
FDK43,3007.38304769,OUT027
FDW43,3802.588016,OUT045
NCL19,2053.24564496,OUT017
FDJ27,1541.53938052,OUT046
FDC45,2746.35777391,OUT046
FDY40,762.477975905,OUT035
NCM41,1512.00885681,OUT035
NCK18,387.070028758,OUT019
FDP37,2043.50865416,OUT049
FDA27,5873.87296054,OUT027
NCX30,3889.26155707,OUT035
FDR09,4036.27286995,OUT017
FDG08,4410.74619138,OUT027
NCU30,2568.78694867,OUT013
FDB16,1463.80729512,OUT017
FDM16,1073.13901477,OUT017
FDC48,1489.58078682,OUT013
NCF18,3060.19150257,OUT046
FDU46,1464.62723832,OUT018
FDH41,3490.03102277,OUT018
NCN42,364.12131986,OUT010
FDU49,1474.51553894,OUT046
FDB20,2110.88158971,OUT027
FDG50,225.864233943,OUT019
FDW20,2021.45091923,OUT045
NCO55,1603.62040275,OUT049
FDX48,2476.5745777,OUT046
FDU48,2043.50865416,OUT046
FDR48,364.407044085,OUT019
FDK27,2021.45091923,OUT013
FDT35,2586.04176018,OUT013
FDN12,1614.43539066,OUT049
NCE31,129.84813518,OUT019
FDL21,657.492589055,OUT017
FDV56,1583.13459122,OUT017
FDR16,3713.97677759,OUT017
NCP41,1603.62040275,OUT049
FDJ27,1573.90784056,OUT013
FDA07,2021.45091923,OUT017
FDK55,1487.34445505,OUT049
FDM33,3753.00532188,OUT049
FDY46,3060.19150257,OUT046
FDD36,1936.95366462,OUT046
FDB12,2819.2445332,OUT027
FDF28,281.261793384,OUT019
NCE07,300.394174279,OUT019
FDW50,4262.71405786,OUT027
NCW18,3902.626189,OUT017
NCJ17,210.523525949,OUT019
DRZ24,266.557351666,OUT010
FDS07,1926.27354503,OUT035
NCW05,251.261834128,OUT010
FDZ22,1419.7827204,OUT018
FDK02,1947.71214752,OUT046
FDZ45,5755.1360747,OUT027
FDL25,1512.00885681,OUT046
FDS08,2840.31636221,OUT045
NCZ42,5873.87296054,OUT027
FDX57,1526.55715142,OUT035
FDF21,3060.19150257,OUT046
FDJ56,1531.14800145,OUT018
FDX10,698.705019772,OUT013
DRG48,2461.39834212,OUT035
DRN37,2682.67839539,OUT046
NCY41,651.964668989,OUT018
FDN28,1578.36134331,OUT045
FDE34,3017.73958825,OUT045
FDR10,2554.50251476,OUT045
FDC32,1522.14914427,OUT017
DRG13,2568.78694867,OUT046
FDP59,1578.36134331,OUT049
NCT53,387.070028758,OUT010
FDL57,5873.87296054,OUT027
FDN32,476.971940205,OUT010
FDK09,3590.00892611,OUT018
FDA52,421.781006501,OUT010
FDC57,3060.19150257,OUT049
FDI09,3893.57502626,OUT035
NCB07,3069.04475818,OUT046
FDP26,1578.36134331,OUT035
FDP40,2887.01074194,OUT027
FDL15,2461.39834212,OUT013
FDV07,1675.73580059,OUT046
FDS03,1047.64334783,OUT017
FDE50,3060.19150257,OUT049
FDQ15,1338.70610595,OUT017
FDQ33,363.36512024,OUT010
FDT22,1001.81384857,OUT013
DRO35,1930.7784646,OUT035
FDJ41,4046.39539931,OUT049
FDQ27,1578.36134331,OUT035
FDC26,1774.12211695,OUT017
NCF43,3108.89387373,OUT027
NCR50,2476.5745777,OUT035
FDE39,2003.69956997,OUT018
FDN49,997.945582696,OUT027
DRG11,1583.13459122,OUT035
NCA18,1930.7784646,OUT049
FDM36,2840.31636221,OUT018
FDW32,1451.74888183,OUT017
NCQ18,238.462079923,OUT010
FDX14,1845.52333901,OUT027
FDD46,2461.39834212,OUT017
FDI34,570.751775771,OUT019
NCJ17,1446.3694618,OUT035
FDB52,4026.37580516,OUT035
FDV55,2435.37213947,OUT018
FDC57,3060.19150257,OUT046
FDB29,1926.27354503,OUT046
NCO43,1541.53938052,OUT035
FDG44,889.878515871,OUT045
FDJ34,2027.49101247,OUT045
FDH40,1412.76990209,OUT049
NCD07,2887.01074194,OUT027
FDB41,725.711756213,OUT017
FDH47,1526.55715142,OUT018
DRK37,3060.19150257,OUT035
FDM25,423.079976142,OUT019
NCX06,3055.63843563,OUT045
NCS05,2043.50865416,OUT017
FDS39,2053.24564496,OUT045
FDC47,5873.87296054,OUT027
FDG20,2875.17722738,OUT013
DRL23,1583.13459122,OUT017
FDY33,2528.17073104,OUT013
NCH18,3884.54763011,OUT045
FDX47,2476.5745777,OUT035
NCB06,2528.17073104,OUT045
FDP36,740.006307684,OUT049
FDW44,2840.31636221,OUT018
NCU41,3060.19150257,OUT018
NCS17,1526.55715142,OUT046
FDD46,2476.5745777,OUT035
FDE45,2875.17722738,OUT017
FDI09,3912.25442991,OUT017
NCJ54,571.438110477,OUT010
NCA29,2840.31636221,OUT018
NCN41,3007.38304769,OUT027
FDY34,2568.78694867,OUT035
NCG55,1926.27354503,OUT035
DRM49,676.778703011,OUT046
NCB42,1926.27354503,OUT049
FDE58,1930.7784646,OUT045
DRJ25,789.912500058,OUT013
FDS47,204.510745555,OUT010
FDY21,3069.04475818,OUT049
NCI54,1675.73580059,OUT013
FDO24,2528.17073104,OUT017
FDY43,2729.41639231,OUT035
FDF35,1583.13459122,OUT018
NCP29,131.108704994,OUT019
FDN28,2819.2445332,OUT027
FDJ50,798.164076478,OUT018
FDQ14,4050.79267382,OUT027
FDC37,1583.13459122,OUT035
FDN08,1953.95905419,OUT046
FDD04,2053.24564496,OUT035
FDW34,3707.90853244,OUT018
FDP04,1044.15560979,OUT017
NCG07,3060.19150257,OUT017
NCN14,3060.19150257,OUT018
FDJ16,919.38259471,OUT045
NCM42,1603.62040275,OUT045
NCF19,741.708837116,OUT046
FDY21,3060.20340027,OUT018
FDY19,1926.27354503,OUT035
FDV09,2461.39834212,OUT045
FDA28,2027.49101247,OUT013
FDC38,2047.92016795,OUT018
FDL28,3824.44316882,OUT045
NCH43,3681.9567567,OUT049
NCN53,658.703146695,OUT045
NCW05,1588.2368802,OUT017
NCO30,3060.19150257,OUT018
FDT04,129.84813518,OUT019
FDB27,3060.19150257,OUT018
NCK07,2613.63252584,OUT013
NCA53,775.094027383,OUT013
FDB33,2528.17073104,OUT018
FDU37,1335.0513332,OUT017
FDR13,1926.27354503,OUT035
FDE45,2875.17722738,OUT049
FDV37,3060.19150257,OUT017
FDX44,236.37054381,OUT019
NCL06,4049.00609329,OUT017
FDJ28,3060.19150257,OUT045
FDX55,3718.68858195,OUT049
NCK17,657.492589055,OUT018
FDH52,1006.00031632,OUT035
FDN13,2819.2445332,OUT027
FDK44,2840.31636221,OUT018
FDU16,1431.27493554,OUT046
FDZ07,973.021444378,OUT017
NCN06,4262.71405786,OUT027
FDH02,225.301226536,OUT010
NCW18,3848.10068399,OUT045
FDH57,2043.50865416,OUT013
FDV35,2476.5745777,OUT045
NCU29,2461.39834212,OUT013
NCP02,971.006636223,OUT046
FDN44,2528.17073104,OUT013
FDX03,663.423542495,OUT018
FDR11,382.425196924,OUT010
FDA36,3060.19150257,OUT046
FDP58,5873.87296054,OUT027
FDH31,1526.55715142,OUT045
FDH34,3060.19150257,OUT035
FDS13,4029.7204173,OUT035
FDT01,3490.03102277,OUT018
FDY09,2840.31636221,OUT049
FDV33,5873.87296054,OUT027
NCW29,270.922797703,OUT010
NCN17,1546.30164418,OUT045
FDX01,1936.95366462,OUT046
FDL03,3060.19150257,OUT049
DRL59,926.890400878,OUT049
DRM11,5873.87296054,OUT027
FDA43,3069.04475818,OUT049
FDZ56,388.529196739,OUT010
FDI44,1346.56866753,OUT018
FDB50,1445.29975919,OUT013
FDU15,129.84813518,OUT019
NCJ19,129.84813518,OUT019
FDD48,1926.27354503,OUT013
NCW42,3745.81124408,OUT035
FDL24,2840.31636221,OUT017
NCB30,3069.04475818,OUT013
FDK25,2729.41639231,OUT013
FDW28,3060.19150257,OUT049
FDD47,2835.44391474,OUT017
FDK16,239.943030304,OUT019
FDW37,1515.15925752,OUT046
FDA48,3741.14031256,OUT035
FDA14,2461.39834212,OUT017
FDV15,1573.90784056,OUT013
FDN22,4007.01045304,OUT049
NCD55,664.231066761,OUT045
FDY43,2699.13250153,OUT013
NCU05,1348.53862778,OUT017
FDF10,2461.39834212,OUT035
FDR39,3060.19150257,OUT018
FDG40,698.705019772,OUT013
FDZ28,283.320980184,OUT019
FDE02,1526.55715142,OUT045
FDU60,2724.33725068,OUT049
FDM21,4017.5945254,OUT013
FDV52,275.541265508,OUT019
NCW06,3060.19150257,OUT013
FDX36,3763.20888829,OUT035
FDT35,4270.58127097,OUT027
NCL19,275.996604003,OUT010
NCD31,2568.78694867,OUT046
FDE53,261.720995564,OUT019
FDW58,254.105949994,OUT019
DRF48,3060.19150257,OUT046
FDW57,2840.31636221,OUT035
DRH13,1583.13459122,OUT017
FDT33,2699.13250153,OUT013
DRK47,5873.87296054,OUT027
FDY22,312.643790716,OUT010
FDC35,564.86834133,OUT019
FDO03,3779.16501773,OUT013
FDF24,1386.01230392,OUT045
FDF56,2987.03964082,OUT018
FDD28,1001.81384857,OUT013
FDG53,3048.27257621,OUT027
FDO27,242.974531806,OUT019
NCF54,2840.31636221,OUT018
FDC20,1230.80451734,OUT027
FDU10,668.816064415,OUT046
DRA24,2554.50251476,OUT018
FDA02,366.062735043,OUT010
FDG10,919.38259471,OUT017
FDW39,425.791797252,OUT010
FDP04,138.309530429,OUT019
NCM55,3060.19150257,OUT013
FDG47,4039.36880675,OUT045
NCU41,3060.19150257,OUT017
NCK31,790.35314786,OUT017
FDZ46,1603.62040275,OUT045
FDU13,4050.79267382,OUT027
NCF19,736.751054676,OUT045
NCJ43,2840.31636221,OUT013
NCJ05,2476.5745777,OUT045
FDS04,3048.27257621,OUT027
FDX28,240.988168963,OUT010
FDB41,1048.32892604,OUT027
FDG53,2053.24564496,OUT046
FDL15,368.959495565,OUT010
FDQ08,992.795418083,OUT049
DRN36,1536.80522826,OUT013
FDI46,3991.54946128,OUT013
FDG16,5873.87296054,OUT027
FDV32,1157.41863753,OUT013
FDF44,272.737528996,OUT010
FDK04,934.871387861,OUT018
NCA41,3060.19150257,OUT013
FDD51,660.685676196,OUT017
NCZ53,3060.19150257,OUT045
FDP01,4050.79267382,OUT027
FDY25,3017.73958825,OUT049
FDB17,2972.74614773,OUT018
NCV54,1982.41019979,OUT018
FDJ32,1041.38341815,OUT017
FDA37,2027.49101247,OUT049
FDG35,2840.31636221,OUT035
NCM05,3850.81629383,OUT018
FDG45,3668.89215079,OUT046
FDH28,702.201254683,OUT013
NCE18,3997.01668092,OUT049
FDH38,1936.95366462,OUT045
FDR56,3069.04475818,OUT013
FDH17,2790.95304999,OUT027
FDD39,3695.71280077,OUT049
FDB41,740.006307684,OUT049
NCR53,3748.80357644,OUT046
FDX46,919.38259471,OUT017
FDV28,663.617300072,OUT049
FDA08,2568.78694867,OUT018
FDH45,657.492589055,OUT017
NCS38,263.741252259,OUT010
FDD40,516.726265795,OUT010
DRM59,2476.5745777,OUT035
NCJ43,2840.31636221,OUT018
NCN29,775.094027383,OUT013
NCC19,3060.19150257,OUT045
FDR56,3069.04475818,OUT035
FDZ43,3886.76966046,OUT049
FDJ32,131.108704994,OUT010
DRH03,1515.15925752,OUT017
NCZ54,2554.50251476,OUT035
FDE26,2461.39834212,OUT017
FDS03,1047.64334783,OUT045
DRZ24,277.62666894,OUT019
FDO48,5873.87296054,OUT027
FDW39,2840.31636221,OUT049
NCK05,1033.2439221,OUT049
NCK30,4020.90449002,OUT017
FDT27,3678.93094086,OUT018
FDS08,425.035597631,OUT019
NCJ19,929.641363709,OUT049
FDC58,664.231066761,OUT045
DRE37,3060.19150257,OUT013
FDW02,2027.49101247,OUT035
FDJ02,366.062735043,OUT010
FDX09,2870.37938996,OUT045
FDT31,493.202711522,OUT010
FDI24,2875.17722738,OUT049
FDY09,2840.31636221,OUT045
FDV28,658.703146695,OUT045
DRM47,3060.19150257,OUT049
FDT52,571.438110477,OUT019
FDI48,900.1224563,OUT018
FDY55,4046.29338783,OUT017
FDU48,2043.50865416,OUT013
FDN25,919.38259471,OUT045
FDP20,2027.49101247,OUT049
FDJ15,3060.19150257,OUT013
FDD04,2047.92016795,OUT018
FDY58,3802.75187263,OUT045
FDR37,3060.19150257,OUT018
FDF44,2043.50865416,OUT013
FDD32,1406.36774017,OUT045
FDR57,2486.75846462,OUT017
DRG39,1230.80451734,OUT027
FDX15,2528.17073104,OUT017
DRN37,2568.78694867,OUT045
FDW40,3048.27257621,OUT027
FDB32,1526.55715142,OUT049
FDM40,2193.22422862,OUT018
FDE39,2980.4375586,OUT027
DRH49,1406.36774017,OUT017
FDT46,740.006307684,OUT049
NCF06,4023.71101283,OUT035
FDP07,3060.19150257,OUT017
FDC04,3882.70230766,OUT013
FDZ32,1578.36134331,OUT017
FDD50,2746.35777391,OUT045
FDU56,3060.19150257,OUT017
FDV34,1069.82183045,OUT017
NCY41,698.705019772,OUT013
NCK18,2568.78694867,OUT046
DRH25,877.634914797,OUT049
FDT57,3888.55871207,OUT046
FDV56,1583.13459122,OUT018
FDV12,1526.55715142,OUT045
FDN52,1465.57894504,OUT017
FDX38,731.895279049,OUT035
FDE47,2021.45091923,OUT018
NCO07,3663.91575195,OUT013
FDV09,4050.79267382,OUT027
FDZ23,479.905045538,OUT019
DRH51,1473.15270224,OUT018
NCY54,2840.31636221,OUT045
DRG49,3890.17166221,OUT013
NCC19,3060.19150257,OUT049
NCV53,3905.79616433,OUT045
FDZ47,252.057486237,OUT019
NCO26,1912.87998414,OUT018
NCP02,984.434294981,OUT045
NCW30,3857.84288639,OUT018
NCN55,3898.76957176,OUT046
FDB20,161.209822944,OUT010
DRL11,2500.89568801,OUT013
DRD60,3035.67311892,OUT045
FDW14,205.674347829,OUT010
FDL27,146.768155913,OUT010
FDU09,934.871387861,OUT018
DRH36,1505.7957283,OUT027
FDP34,4114.35348258,OUT027
FDE04,2875.17722738,OUT017
FDZ57,3034.8657077,OUT027
FDF02,240.988168963,OUT010
FDG28,3915.9303112,OUT045
NCI31,665.319829505,OUT046
FDT43,811.2775288,OUT013
FDU20,2021.45091923,OUT046
FDD53,704.232939838,OUT013
FDW15,2461.39834212,OUT045
NCT53,2550.27402874,OUT045
NCG55,2900.48143042,OUT027
FDD48,1912.87998414,OUT035
FDG47,4039.36880675,OUT049
FDI21,1046.05325569,OUT017
FDT27,3830.07595995,OUT017
DRO35,1930.7784646,OUT013
FDD33,3815.71364355,OUT017
FDC04,3891.48358742,OUT035
FDY34,2568.78694867,OUT013
DRJ49,2032.54282264,OUT049
FDE05,2440.81044262,OUT049
FDU31,3737.51081295,OUT017
NCN19,5050.77816746,OUT027
FDK56,5050.77816746,OUT027
FDK58,1578.36134331,OUT017
NCJ42,1578.36134331,OUT035
FDZ34,5695.06232101,OUT027
FDA52,2840.31636221,OUT018
NCR29,1001.81384857,OUT013
FDT48,3182.94455296,OUT035
DRJ51,571.304348924,OUT019
NCS54,2875.17722738,OUT046
FDV01,2476.5745777,OUT035
DRG51,4230.37329595,OUT027
NCG42,2043.50865416,OUT013
FDA51,1926.27354503,OUT049
FDV19,381.383273079,OUT010
NCT18,3049.90733788,OUT045
NCS41,3060.19150257,OUT045
FDO03,3794.29095547,OUT046
FDL12,131.108704994,OUT010
FDY37,350.3405259,OUT010
FDI58,1515.15925752,OUT049
FDT28,2461.39834212,OUT018
NCC42,274.303305317,OUT010
FDO01,2043.50865416,OUT017
FDJ02,2461.39834212,OUT013
FDQ04,657.492589055,OUT018
DRL47,2027.49101247,OUT013
FDZ32,1583.13459122,OUT035
FDC35,3622.69388339,OUT035
FDX14,1076.62675281,OUT045
FDZ35,1578.36134331,OUT013
FDL14,2476.5745777,OUT013
FDO04,929.641363709,OUT049
DRK11,2461.39834212,OUT017
FDB44,3520.50465783,OUT018
FDZ50,3060.19150257,OUT049
FDI12,2627.75698869,OUT027
FDU43,3912.31757389,OUT017
FDD58,231.727739937,OUT010
FDB27,3060.19150257,OUT017
FDB04,1459.32263903,OUT018
NCO17,1953.95905419,OUT013
FDL12,919.38259471,OUT017
DRJ13,2528.17073104,OUT049
FDD57,1526.55715142,OUT045
FDW19,1665.77895158,OUT035
DRD27,1541.53938052,OUT018
FDH27,4050.79267382,OUT027
NCW30,5873.87296054,OUT027
FDR40,1356.56822407,OUT018
FDG05,2500.89568801,OUT013
NCY41,129.84813518,OUT019
FDI38,3291.74627902,OUT018
FDR20,670.847749571,OUT046
FDE09,1603.62040275,OUT017
FDN50,239.943030304,OUT019
DRF27,2461.39834212,OUT045
DRF51,698.705019772,OUT013
NCO02,148.181670082,OUT019
FDB51,1314.84854474,OUT027
FDJ50,968.971437211,OUT013
FDN52,1522.44768214,OUT013
FDX14,1445.29975919,OUT013
FDT27,571.673601007,OUT019
FDV10,704.232939838,OUT013
FDU33,676.778703011,OUT046
FDU58,3060.19150257,OUT046
NCP42,5742.95201566,OUT027
FDL51,5873.87296054,OUT027
DRH15,1048.32892604,OUT027
FDU16,1446.3694618,OUT017
FDW15,2461.39834212,OUT017
FDQ44,2021.45091923,OUT045
NCI06,4749.06662386,OUT027
DRK23,570.751775771,OUT019
FDC28,1603.62040275,OUT035
NCY17,129.84813518,OUT019
NCV05,2476.5745777,OUT018
FDM34,285.135711478,OUT019
DRD60,5036.63257603,OUT027
FDT38,1467.2124885,OUT046
FDQ57,2461.39834212,OUT018
FDE59,992.417662629,OUT027
NCM43,2550.27402874,OUT046
DRI51,2835.44391474,OUT049
NCG30,2027.49101247,OUT017
NCK54,1926.27354503,OUT035
FDQ16,264.770495508,OUT019
FDI36,3069.04475818,OUT013
FDX16,4050.79267382,OUT027
FDA34,2840.31636221,OUT046
FDJ48,3741.59757874,OUT018
FDU47,2047.92016795,OUT035
FDS39,2080.1338277,OUT046
FDD11,4021.37276945,OUT046
FDM16,1444.26444096,OUT027
FDU56,3060.19150257,OUT018
FDQ32,2021.45091923,OUT017
DRK35,702.201254683,OUT013
FDA58,3814.01160914,OUT049
DRG48,361.535450826,OUT019
FDT59,571.99068363,OUT010
FDQ31,227.193099151,OUT019
FDS51,1063.48387274,OUT018
FDW32,2545.77841288,OUT027
FDI15,5873.87296054,OUT027
NCV30,1014.40747395,OUT017
DRG25,3060.19150257,OUT049
FDT02,698.705019772,OUT013
FDO33,2900.48143042,OUT027
FDP38,762.477975905,OUT035
FDZ45,3069.04475818,OUT035
NCA54,4749.06662386,OUT027
FDU33,723.124403553,OUT017
FDN58,3830.07595995,OUT017
FDI05,1106.2506661,OUT045
FDM57,200.578546042,OUT019
NCS42,2667.76044408,OUT027
FDB57,3757.81529457,OUT045
FDC03,3060.19150257,OUT045
FDZ58,2021.45091923,OUT013
NCK29,2021.45091923,OUT045
NCR53,3748.80357644,OUT045
FDE26,4050.79267382,OUT027
FDU52,2476.5745777,OUT049
FDE41,2373.6997481,OUT027
FDU38,3060.19150257,OUT018
FDA52,2840.31636221,OUT017
FDW46,1115.98258561,OUT046
DRI59,3777.57120469,OUT035
FDT38,1446.3694618,OUT035
FDL33,3060.20340027,OUT018
FDQ01,5873.87296054,OUT027
FDJ08,3060.19150257,OUT046
FDQ47,663.617300072,OUT049
NCZ18,3982.61900409,OUT013
FDE29,976.81685417,OUT017
FDF10,4050.79267382,OUT027
FDC48,1410.87225619,OUT049
FDY58,3791.49407063,OUT013
NCX30,572.912508866,OUT010
FDV11,2870.37938996,OUT013
FDT46,741.708837116,OUT046
DRD01,129.84813518,OUT019
FDQ11,4011.50372463,OUT013
NCM41,1518.30926929,OUT017
NCC55,698.705019772,OUT013
FDG45,5873.87296054,OUT027
NCQ54,2693.2760428,OUT049
FDM34,2043.50865416,OUT045
FDD17,571.438110477,OUT019
FDN38,5873.87296054,OUT027
FDB53,2461.39834212,OUT018
NCL06,4030.32668964,OUT035
NCV18,200.578546042,OUT019
FDX25,3055.63843563,OUT013
FDB39,971.006636223,OUT046
FDC33,3069.04475818,OUT049
NCO14,663.423542495,OUT018
FDA58,5873.87296054,OUT027
NCQ02,3060.19150257,OUT017
NCR53,3782.57199984,OUT017
FDN52,1474.51553894,OUT046
FDG26,4015.57107743,OUT046
FDE23,1052.62974679,OUT027
DRI37,1022.77298805,OUT013
DRH37,2586.04176018,OUT018
FDO01,2032.54282264,OUT035
FDK45,1908.13417838,OUT049
FDP23,3695.71280077,OUT049
FDM33,3721.40136399,OUT035
FDD36,2003.69956997,OUT017
FDL56,1446.3694618,OUT017
FDT27,571.673601007,OUT010
FDG52,663.423542495,OUT017
NCL42,3889.26155707,OUT035
DRJ24,3060.19150257,OUT046
FDV38,936.140267093,OUT046
FDT35,2735.37849197,OUT045
FDY51,3705.33514348,OUT045
FDC37,1578.36134331,OUT017
NCP43,3017.73958825,OUT013
FDO33,1690.39137449,OUT045
FDW04,2043.50865416,OUT018
NCC31,2476.5745777,OUT046
FDK22,3695.71280077,OUT049
FDJ50,916.631631879,OUT017
FDV13,1487.34445505,OUT017
DRL60,2461.39834212,OUT017
FDW03,1578.36134331,OUT017
FDY27,2875.17722738,OUT035
FDB39,1230.80451734,OUT027
FDU59,2540.57475586,OUT045
FDZ57,2043.50865416,OUT049
FDO21,3779.8838703,OUT049
FDS43,3060.19150257,OUT018
FDU28,498.902644329,OUT010
FDC51,267.074792075,OUT010
FDW16,227.544847822,OUT010
FDP32,271.521341318,OUT010
FDB60,516.080011161,OUT019
NCQ30,2009.45161657,OUT046
FDD26,3060.19150257,OUT049
FDI44,1335.0513332,OUT045
DRH23,971.006636223,OUT046
FDO44,1642.60149637,OUT046
FDG04,3060.19150257,OUT046
FDM32,2741.90918354,OUT027
FDM09,2735.37849197,OUT013
FDZ47,1536.45249865,OUT013
FDM40,3206.15380434,OUT027
FDY48,1568.90744331,OUT017
NCM30,664.231066761,OUT045
FDX36,571.673601007,OUT010
DRF03,655.460903899,OUT017
FDN51,4046.39539931,OUT049
FDM57,1412.76990209,OUT049
FDB35,1526.55715142,OUT049
FDY13,2108.98394381,OUT027
FDA37,2027.49101247,OUT017
NCX53,2053.24564496,OUT017
FDD59,1367.06495216,OUT018
FDX10,129.84813518,OUT019
FDC03,3060.19150257,OUT018
FDW43,3784.59779726,OUT035
FDW10,2840.31636221,OUT046
FDY14,5873.87296054,OUT027
FDV43,712.591420563,OUT045
FDO40,2461.39834212,OUT013
FDP46,2693.23044043,OUT027
NCE43,390.327320204,OUT019
FDD05,2003.69956997,OUT035
FDJ60,387.969520096,OUT010
DRE27,1526.55715142,OUT018
FDO11,4004.39540021,OUT035
DRG11,2859.05713179,OUT027
FDK33,572.912508866,OUT010
DRM23,2762.10244729,OUT045
FDJ02,4050.79267382,OUT027
NCZ05,1578.36134331,OUT045
NCL30,2027.49101247,OUT013
FDZ19,2840.31636221,OUT018
FDM45,2021.45091923,OUT049
FDO36,2927.49400093,OUT046
NCK31,753.81018158,OUT045
DRJ37,2476.5745777,OUT045
FDP24,2009.45161657,OUT018
FDF46,1926.27354503,OUT013
FDX46,129.84813518,OUT019
NCL18,3060.19150257,OUT045
FDJ26,3664.82479799,OUT013
FDJ07,1926.27354503,OUT045
FDY15,2476.5745777,OUT013
DRG01,1098.62722807,OUT045
FDF58,1044.15560979,OUT045
FDZ14,277.62666894,OUT019
FDP31,1064.86124795,OUT049
FDH45,704.232939838,OUT013
FDA09,421.781006501,OUT010
FDW31,3069.04475818,OUT035
FDA57,670.847749571,OUT046
NCE55,2870.37938996,OUT035
FDC17,567.842809972,OUT019
FDC59,1189.50058299,OUT013
FDA22,2699.13250153,OUT013
FDK52,3790.48016203,OUT035
NCM26,2476.5745777,OUT046
NCT53,2631.93742136,OUT035
FDW45,2461.39834212,OUT018
NCI18,3752.83783664,OUT035
FDE38,2568.78694867,OUT018
FDF08,227.193099151,OUT019
FDY58,572.359935713,OUT010
FDF58,131.108704994,OUT019
FDX39,3701.06782026,OUT017
FDB44,3699.36578585,OUT049
FDF28,2027.49101247,OUT013
FDE39,1930.7784646,OUT013
FDT37,3842.51164143,OUT018
FDZ45,3094.11128463,OUT017
FDO40,2461.39834212,OUT035
FDM57,2518.68569475,OUT027
DRG36,2840.31636221,OUT017
FDY36,147.571660975,OUT010
DRL60,4050.79267382,OUT027
FDS25,267.298041351,OUT019
DRF49,2887.01074194,OUT027
FDP16,3894.23901501,OUT045
FDS60,3017.73958825,OUT049
FDU15,994.208198059,OUT027
FDK43,2027.49101247,OUT046
FDN25,971.006636223,OUT046
FDE53,1578.36134331,OUT049
FDB22,2476.5745777,OUT013
FDE39,1993.36130775,OUT017
FDX35,3779.16395863,OUT035
NCG54,2735.37849197,OUT049
FDH27,2461.39834212,OUT035
